Image_ID,Image_Width,Image_Height,Number_of_Particles,Total_Particle_Area,Avg_Diameter_um,Std_Diameter_um,Min_Diameter_um,Max_Diameter_um,Pore_Area_Fraction,Particle_Area_Fraction,Aspect_Ratio_Avg,Aspect_Ratio_Std,Circularity_Avg,Circularity_Std,Elongation_Avg,Elongation_Std,Agglomeration_Degree,Grain_Boundary_Density,Fractal_Dimension,Particle_Sizes_List
SEM_207,200,172,68,5055,5.67,7.91,1.13,58.91,0.85,0.15,3.00,2.63,1.36,2.07,0.57,0.33,0.15,0.13,1.51,"[58.913928734621436, 24.17471718621419, 2.5231325220201604, 1.1283791670955126, 1.9544100476116797, 9.706684619910241, 2.5231325220201604, 4.370193722368317, 6.4820448144285745, 2.985410660720923, 1.1283791670955126, 20.248040236149336, 1.5957691216057308, 2.5231325220201604, 5.970821321441846, 13.727325035155395, 2.763953195770684, 1.1283791670955126, 1.1283791670955126, 4.370193722368317, 9.23618154310838, 1.1283791670955126, 9.965574970333758, 1.1283791670955126, 9.166995688475081, 4.068428945128219, 2.256758334191025, 7.48482063701911, 6.282549314314218, 1.1283791670955126, 2.763953195770684, 1.1283791670955126, 7.225151993843567, 2.256758334191025, 8.667244841319219, 17.697935698969246, 4.222008245644752, 2.5231325220201604, 3.385137501286538, 5.046265044040321, 1.5957691216057308, 9.166995688475081, 3.9088200952233594, 1.5957691216057308, 7.312732791431452, 4.222008245644752, 1.1283791670955126, 1.1283791670955126, 5.641895835477563, 1.5957691216057308, 8.368283871884005, 2.5231325220201604, 3.1915382432114616, 12.153015559492998, 4.222008245644752, 5.641895835477563, 1.5957691216057308, 4.370193722368317, 1.9544100476116797, 2.763953195770684, 4.652426491681278, 2.985410660720923, 3.9088200952233594, 1.9544100476116797, 4.370193722368317, 1.1283791670955126, 3.385137501286538, 2.985410660720923]"
SEM_208,291,686,269,84968,8.20,18.30,1.13,197.21,0.57,0.43,1.97,2.65,1.16,1.18,0.44,0.27,0.43,0.11,1.76,"[13.540550005146152, 4.068428945128219, 11.617374563210365, 6.579524642479541, 3.742410318509555, 12.964089628857149, 10.764051215546116, 3.385137501286538, 197.20827034872434, 6.282549314314218, 2.763953195770684, 1.5957691216057308, 4.068428945128219, 1.1283791670955126, 7.653039857325812, 1.1283791670955126, 2.256758334191025, 3.385137501286538, 1.1283791670955126, 4.068428945128219, 2.763953195770684, 22.511093682995384, 2.5231325220201604, 6.955796338302048, 3.1915382432114616, 1.5957691216057308, 2.763953195770684, 2.256758334191025, 5.527906391541368, 3.5682482323055424, 2.763953195770684, 3.9088200952233594, 5.641895835477563, 3.385137501286538, 9.09728368293446, 2.256758334191025, 3.1915382432114616, 1.1283791670955126, 14.361922094451577, 3.1915382432114616, 8.884866446580956, 3.5682482323055424, 5.4115163798060095, 3.385137501286538, 4.652426491681278, 8.593479713983122, 16.46815177937675, 1.1283791670955126, 2.256758334191025, 6.180387232371033, 3.742410318509555, 8.136857890256438, 4.918490759365935, 7.312732791431452, 7.312732791431452, 7.399277020331919, 10.155412503859614, 2.985410660720923, 10.823032759612019, 14.228319915326999, 15.91774699517169, 2.763953195770684, 25.977239243415305, 1.9544100476116797, 1.5957691216057308, 1.9544100476116797, 1.5957691216057308, 9.574614729634384, 6.579524642479541, 4.652426491681278, 10.998079684646791, 2.256758334191025, 5.170882945826411, 6.282549314314218, 10.940041919714261, 9.0270333367641, 3.9088200952233594, 3.385137501286538, 4.068428945128219, 7.48482063701911, 4.918490759365935, 3.5682482323055424, 4.787307364817192, 4.51351666838205, 8.51907589177983, 17.841241161527712, 26.558891313141824, 5.170882945826411, 10.764051215546116, 1.5957691216057308, 1.5957691216057308, 4.787307364817192, 9.0270333367641, 1.5957691216057308, 2.5231325220201604, 20.590987552733093, 4.068428945128219, 2.5231325220201604, 2.763953195770684, 3.385137501286538, 15.797308339337176, 1.9544100476116797, 1.1283791670955126, 3.1915382432114616, 4.51351666838205, 2.256758334191025, 9.901487006738307, 50.37426339567835, 5.641895835477563, 3.385137501286538, 1.1283791670955126, 1.5957691216057308, 8.593479713983122, 4.370193722368317, 1.1283791670955126, 2.5231325220201604, 8.214724333230155, 1.9544100476116797, 28.834448541840736, 1.9544100476116797, 3.385137501286538, 11.726460285670077, 3.385137501286538, 2.5231325220201604, 18.12445316531431, 20.590987552733093, 10.403141895720198, 1.5957691216057308, 2.256758334191025, 1.5957691216057308, 6.6755811781245455, 5.4115163798060095, 10.764051215546116, 1.5957691216057308, 3.9088200952233594, 4.787307364817192, 6.579524642479541, 4.222008245644752, 8.95623198216277, 36.09049811604256, 5.170882945826411, 4.918490759365935, 5.970821321441846, 2.763953195770684, 2.985410660720923, 3.1915382432114616, 1.1283791670955126, 21.260292528114064, 22.959119571977435, 1.5957691216057308, 9.166995688475081, 4.787307364817192, 1.1283791670955126, 10.585134856802455, 23.803184606416586, 17.407785949022028, 6.6755811781245455, 34.355393433484295, 1.9544100476116797, 1.9544100476116797, 3.742410318509555, 7.225151993843567, 15.797308339337176, 21.11004122822376, 1.9544100476116797, 14.406180819073164, 1.1283791670955126, 11.617374563210365, 7.569397566060481, 1.5957691216057308, 24.17471718621419, 6.579524642479541, 2.5231325220201604, 9.23618154310838, 10.403141895720198, 3.1915382432114616, 7.735777827895049, 9.901487006738307, 2.985410660720923, 5.170882945826411, 193.30554611517888, 2.985410660720923, 2.256758334191025, 1.1283791670955126, 10.998079684646791, 7.136496464611085, 7.136496464611085, 4.370193722368317, 9.706684619910241, 1.1283791670955126, 7.653039857325812, 2.985410660720923, 2.5231325220201604, 1.1283791670955126, 3.385137501286538, 1.1283791670955126, 7.653039857325812, 2.256758334191025, 4.51351666838205, 2.985410660720923, 69.64942688522979, 18.159544104586082, 2.763953195770684, 3.385137501286538, 5.292567428401227, 19.04923279949934, 4.370193722368317, 1.1283791670955126, 1.1283791670955126, 1.9544100476116797, 1.1283791670955126, 2.5231325220201604, 2.256758334191025, 3.1915382432114616, 2.5231325220201604, 1.5957691216057308, 2.763953195770684, 4.918490759365935, 1.1283791670955126, 36.61586050615398, 6.579524642479541, 1.5957691216057308, 3.1915382432114616, 2.763953195770684, 1.1283791670955126, 1.1283791670955126, 3.1915382432114616, 2.763953195770684, 3.9088200952233594, 12.565098628628435, 2.256758334191025, 1.5957691216057308, 1.1283791670955126, 1.5957691216057308, 2.763953195770684, 1.1283791670955126, 1.9544100476116797, 1.9544100476116797, 3.9088200952233594, 1.5957691216057308, 2.763953195770684, 2.256758334191025, 65.29016768069542, 5.046265044040321, 1.1283791670955126, 1.1283791670955126, 8.368283871884005, 2.256758334191025, 2.763953195770684, 10.092530088080641, 1.1283791670955126, 6.579524642479541, 3.9088200952233594, 2.5231325220201604, 1.9544100476116797, 1.5957691216057308, 5.863230142835039, 1.5957691216057308, 2.256758334191025, 2.5231325220201604, 4.787307364817192, 1.5957691216057308, 1.5957691216057308, 7.48482063701911, 7.569397566060481, 7.653039857325812, 10.645107772184812, 8.136857890256438, 12.514330345744634]"
SEM_209,333,258,37,76344,10.70,50.13,1.13,311.40,0.11,0.89,1.30,0.42,4.46,10.10,0.52,0.39,0.89,0.16,1.82,"[311.40403049112814, 1.1283791670955126, 4.370193722368317, 2.985410660720923, 2.985410660720923, 3.5682482323055424, 2.256758334191025, 2.763953195770684, 2.256758334191025, 3.385137501286538, 3.742410318509555, 2.985410660720923, 2.5231325220201604, 2.256758334191025, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 3.742410318509555, 1.5957691216057308, 1.5957691216057308, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 1.9544100476116797, 2.256758334191025, 2.256758334191025, 1.1283791670955126, 3.5682482323055424, 1.5957691216057308, 1.9544100476116797, 2.256758334191025, 4.068428945128219, 4.370193722368317, 1.9544100476116797, 1.9544100476116797]"
SEM_210,375,284,8,766,5.27,9.70,1.13,30.90,0.99,0.01,28.12,71.20,1.09,1.42,0.23,0.34,0.01,0.01,0.82,"[30.90193616185517, 1.1283791670955126, 1.1283791670955126, 2.5231325220201604, 2.256758334191025, 1.9544100476116797, 1.1283791670955126, 1.1283791670955126]"
SEM_211,375,284,117,57283,11.14,22.35,1.13,205.62,0.46,0.54,1.60,0.59,1.73,4.83,0.38,0.25,0.54,0.19,1.84,"[205.62214268414905, 5.527906391541368, 3.9088200952233594, 3.742410318509555, 1.5957691216057308, 5.641895835477563, 1.1283791670955126, 15.797308339337176, 1.9544100476116797, 4.51351666838205, 29.467768315727287, 2.985410660720923, 5.753627391751592, 3.1915382432114616, 1.9544100476116797, 1.1283791670955126, 21.557653718072718, 6.076507779746499, 2.256758334191025, 7.312732791431452, 14.450303987687134, 3.9088200952233594, 3.742410318509555, 7.312732791431452, 9.304852983362556, 5.753627391751592, 10.881694613449236, 1.9544100476116797, 3.5682482323055424, 7.735777827895049, 86.78255531561909, 1.1283791670955126, 9.901487006738307, 2.256758334191025, 2.5231325220201604, 15.306079714651624, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 14.668929172241665, 59.51598452057416, 2.256758334191025, 23.152404806704283, 6.076507779746499, 2.763953195770684, 40.06937815727916, 5.527906391541368, 5.292567428401227, 1.5957691216057308, 1.1283791670955126, 49.7639519583191, 1.1283791670955126, 10.341765891652821, 5.527906391541368, 8.368283871884005, 3.1915382432114616, 1.5957691216057308, 31.086794856562303, 2.256758334191025, 16.46815177937675, 5.753627391751592, 3.5682482323055424, 5.170882945826411, 10.524820207108489, 4.370193722368317, 11.562445770562215, 13.351162356249091, 57.46984756411846, 7.399277020331919, 9.965574970333758, 10.155412503859614, 3.9088200952233594, 18.881394877652593, 4.068428945128219, 10.704744696916627, 4.222008245644752, 2.256758334191025, 2.5231325220201604, 16.85029431422316, 6.4820448144285745, 9.09728368293446, 6.4820448144285745, 4.370193722368317, 11.562445770562215, 55.68068149214879, 5.970821321441846, 7.898654169668588, 1.5957691216057308, 5.170882945826411, 3.742410318509555, 15.837556323903858, 6.579524642479541, 2.256758334191025, 2.985410660720923, 3.385137501286538, 26.77375326109316, 5.641895835477563, 2.5231325220201604, 10.464157913908982, 3.1915382432114616, 2.763953195770684, 1.9544100476116797, 2.763953195770684, 2.985410660720923, 3.1915382432114616, 2.256758334191025, 2.763953195770684, 2.763953195770684, 1.5957691216057308, 14.093451279891855, 7.569397566060481, 9.09728368293446, 12.815923738491737, 8.291859587312052, 5.046265044040321, 7.225151993843567, 1.9544100476116797]"
SEM_212,202,204,23,39102,12.26,44.88,1.13,222.61,0.05,0.95,1.45,0.62,0.93,1.08,0.38,0.37,0.95,0.07,1.82,"[222.60550272072746, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 3.385137501286538, 2.256758334191025, 1.1283791670955126, 4.068428945128219, 2.5231325220201604, 7.48482063701911, 2.763953195770684, 1.5957691216057308, 4.787307364817192, 2.5231325220201604, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 7.046725639945928, 2.256758334191025, 4.787307364817192, 2.256758334191025, 1.1283791670955126]"
SEM_213,195,198,8,36497,30.20,69.98,1.13,215.25,0.05,0.95,1.95,2.23,5.31,12.25,0.31,0.37,0.95,0.12,1.77,"[215.25145071035544, 1.1283791670955126, 1.1283791670955126, 4.652426491681278, 1.9544100476116797, 4.068428945128219, 7.735777827895049, 5.641895835477563]"
SEM_214,285,287,234,33666,7.66,11.16,1.13,109.41,0.59,0.41,1.74,0.73,1.38,3.50,0.42,0.26,0.41,0.24,1.81,"[109.40623821361953, 7.225151993843567, 21.43920417481474, 15.512648837479231, 1.9544100476116797, 1.1283791670955126, 4.222008245644752, 18.19456736586892, 1.1283791670955126, 8.812923024107548, 5.970821321441846, 1.1283791670955126, 3.5682482323055424, 2.763953195770684, 2.985410660720923, 15.553633450087505, 30.340603007249587, 2.985410660720923, 2.256758334191025, 9.640875829802336, 1.5957691216057308, 6.579524642479541, 10.02925341359355, 1.1283791670955126, 6.770275002573076, 1.1283791670955126, 5.641895835477563, 4.51351666838205, 4.068428945128219, 15.09668435477122, 4.787307364817192, 6.383076486422923, 6.4820448144285745, 13.061933202803933, 29.83277462405867, 1.9544100476116797, 1.1283791670955126, 4.51351666838205, 7.399277020331919, 1.9544100476116797, 81.35292959404336, 15.180789096653193, 8.136857890256438, 1.5957691216057308, 9.83698151873187, 2.256758334191025, 5.753627391751592, 7.48482063701911, 6.076507779746499, 1.9544100476116797, 3.385137501286538, 2.5231325220201604, 15.138795132120961, 16.03728119216293, 13.013103375051497, 12.815923738491737, 11.170383851240114, 7.225151993843567, 8.740387444736633, 5.046265044040321, 2.5231325220201604, 4.222008245644752, 2.763953195770684, 7.817640190446719, 3.9088200952233594, 1.5957691216057308, 2.256758334191025, 4.370193722368317, 9.166995688475081, 14.317526556719258, 39.44488209725527, 6.282549314314218, 7.312732791431452, 60.35510200047135, 16.273715780512877, 4.787307364817192, 2.985410660720923, 2.985410660720923, 2.5231325220201604, 41.151046092387084, 16.15593100600236, 14.798554040663838, 3.9088200952233594, 2.763953195770684, 19.04923279949934, 3.742410318509555, 3.742410318509555, 3.9088200952233594, 5.641895835477563, 2.985410660720923, 4.51351666838205, 3.5682482323055424, 1.9544100476116797, 5.753627391751592, 7.225151993843567, 1.5957691216057308, 5.046265044040321, 16.698486766680407, 3.742410318509555, 6.579524642479541, 1.1283791670955126, 7.399277020331919, 1.1283791670955126, 1.1283791670955126, 2.763953195770684, 3.385137501286538, 1.5957691216057308, 5.527906391541368, 2.5231325220201604, 7.046725639945928, 4.787307364817192, 1.1283791670955126, 3.1915382432114616, 2.5231325220201604, 41.55132756797165, 11.726460285670077, 12.815923738491737, 9.901487006738307, 4.068428945128219, 6.6755811781245455, 5.753627391751592, 2.256758334191025, 5.170882945826411, 2.256758334191025, 9.23618154310838, 8.51907589177983, 1.5957691216057308, 2.985410660720923, 1.5957691216057308, 6.076507779746499, 10.823032759612019, 17.625846048215095, 5.970821321441846, 15.67594437773643, 3.385137501286538, 2.256758334191025, 4.652426491681278, 7.312732791431452, 1.1283791670955126, 1.1283791670955126, 14.96964127403822, 1.9544100476116797, 13.63425735166143, 4.918490759365935, 7.735777827895049, 3.742410318509555, 1.9544100476116797, 4.222008245644752, 1.9544100476116797, 8.058239062071396, 2.763953195770684, 12.964089628857149, 18.229523339239496, 10.280023453913834, 7.653039857325812, 1.1283791670955126, 1.5957691216057308, 4.918490759365935, 8.368283871884005, 4.51351666838205, 1.5957691216057308, 1.9544100476116797, 6.955796338302048, 1.9544100476116797, 10.940041919714261, 10.02925341359355, 1.9544100476116797, 10.092530088080641, 1.9544100476116797, 1.1283791670955126, 3.742410318509555, 6.076507779746499, 1.1283791670955126, 4.787307364817192, 14.755472278097805, 22.197831060995757, 4.068428945128219, 4.652426491681278, 6.383076486422923, 3.1915382432114616, 15.26443044094783, 1.9544100476116797, 2.985410660720923, 3.385137501286538, 1.1283791670955126, 11.11324596323283, 3.742410318509555, 5.170882945826411, 3.9088200952233594, 22.511093682995384, 4.787307364817192, 29.40288507740653, 4.652426491681278, 9.09728368293446, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 11.941642642883693, 4.787307364817192, 1.9544100476116797, 1.5957691216057308, 5.046265044040321, 4.370193722368317, 1.1283791670955126, 8.136857890256438, 1.5957691216057308, 1.9544100476116797, 2.256758334191025, 2.763953195770684, 5.753627391751592, 7.136496464611085, 8.812923024107548, 2.985410660720923, 13.159049284959082, 4.068428945128219, 15.389040103942165, 3.385137501286538, 6.076507779746499, 2.256758334191025, 1.5957691216057308, 3.1915382432114616, 2.763953195770684, 2.5231325220201604, 1.1283791670955126, 5.753627391751592, 1.1283791670955126, 7.399277020331919, 2.5231325220201604, 2.985410660720923, 3.5682482323055424, 4.787307364817192, 1.5957691216057308, 1.5957691216057308, 2.256758334191025]"
SEM_215,239,182,18,28617,13.95,42.77,1.13,186.61,0.34,0.66,1.34,0.77,0.41,0.89,0.34,0.42,0.66,0.15,1.80,"[186.60607789930629, 1.1283791670955126, 39.60594802695323, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 2.985410660720923, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 2.256758334191025, 3.1915382432114616, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126]"
SEM_216,122,91,109,3304,3.67,5.01,1.13,44.85,0.70,0.30,1.76,0.98,1.21,1.26,0.45,0.33,0.30,0.23,1.75,"[44.85218479273398, 2.256758334191025, 1.1283791670955126, 2.256758334191025, 4.652426491681278, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 2.5231325220201604, 1.1283791670955126, 1.5957691216057308, 2.256758334191025, 1.1283791670955126, 12.815923738491737, 2.5231325220201604, 6.180387232371033, 1.1283791670955126, 1.5957691216057308, 1.9544100476116797, 1.5957691216057308, 3.1915382432114616, 2.5231325220201604, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 3.5682482323055424, 2.763953195770684, 1.1283791670955126, 12.815923738491737, 1.9544100476116797, 1.9544100476116797, 1.5957691216057308, 7.978845608028654, 1.9544100476116797, 2.985410660720923, 6.863662517577698, 2.256758334191025, 1.5957691216057308, 1.1283791670955126, 2.763953195770684, 7.399277020331919, 5.527906391541368, 22.511093682995384, 2.256758334191025, 1.5957691216057308, 2.5231325220201604, 6.955796338302048, 1.5957691216057308, 2.256758334191025, 3.742410318509555, 1.9544100476116797, 2.5231325220201604, 2.256758334191025, 1.5957691216057308, 1.9544100476116797, 4.370193722368317, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 3.1915382432114616, 5.4115163798060095, 6.863662517577698, 1.9544100476116797, 1.9544100476116797, 4.222008245644752, 5.753627391751592, 1.1283791670955126, 3.5682482323055424, 1.5957691216057308, 2.763953195770684, 2.763953195770684, 1.1283791670955126, 1.5957691216057308, 2.985410660720923, 1.1283791670955126, 5.046265044040321, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 6.579524642479541, 3.5682482323055424, 1.1283791670955126, 2.256758334191025, 1.5957691216057308, 2.5231325220201604, 3.385137501286538, 1.5957691216057308, 1.1283791670955126, 6.282549314314218, 7.046725639945928, 5.753627391751592, 2.256758334191025, 2.5231325220201604, 7.399277020331919, 1.1283791670955126, 1.9544100476116797, 4.370193722368317, 1.1283791670955126, 2.256758334191025, 4.370193722368317, 9.166995688475081, 2.256758334191025, 11.888212206450685, 2.256758334191025, 1.9544100476116797, 2.256758334191025, 6.4820448144285745, 2.763953195770684]"
SEM_217,239,184,44,23508,7.99,24.83,1.13,168.20,0.47,0.53,1.73,1.10,0.73,1.09,0.48,0.38,0.53,0.12,1.79,"[168.20420899478125, 9.166995688475081, 2.985410660720923, 1.1283791670955126, 2.256758334191025, 1.1283791670955126, 2.256758334191025, 1.1283791670955126, 5.641895835477563, 1.5957691216057308, 8.136857890256438, 1.5957691216057308, 4.652426491681278, 5.753627391751592, 2.256758334191025, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 7.046725639945928, 1.5957691216057308, 24.306031118985995, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 13.727325035155395, 1.1283791670955126, 3.385137501286538, 1.5957691216057308, 7.48482063701911, 7.735777827895049, 10.280023453913834, 7.817640190446719, 2.256758334191025, 5.753627391751592, 1.5957691216057308, 1.5957691216057308, 10.341765891652821, 3.1915382432114616, 7.48482063701911, 2.256758334191025]"
SEM_218,239,184,67,22746,8.31,19.06,1.13,127.61,0.48,0.52,1.66,0.85,0.87,1.00,0.37,0.32,0.52,0.22,1.84,"[127.61165219980005, 4.787307364817192, 1.1283791670955126, 4.222008245644752, 3.385137501286538, 3.742410318509555, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 2.763953195770684, 1.1283791670955126, 1.1283791670955126, 3.1915382432114616, 2.5231325220201604, 1.5957691216057308, 17.480774889473267, 5.170882945826411, 5.527906391541368, 9.83698151873187, 3.385137501286538, 2.763953195770684, 2.985410660720923, 4.652426491681278, 7.312732791431452, 1.1283791670955126, 1.5957691216057308, 2.256758334191025, 2.5231325220201604, 1.5957691216057308, 1.1283791670955126, 7.898654169668588, 4.068428945128219, 2.256758334191025, 11.780624362746345, 1.1283791670955126, 37.72905791315113, 1.1283791670955126, 22.140398025397776, 6.770275002573076, 1.1283791670955126, 1.1283791670955126, 79.42058111483443, 1.1283791670955126, 6.579524642479541, 48.42837227702548, 6.863662517577698, 6.180387232371033, 5.046265044040321, 1.1283791670955126, 28.479002615897535, 1.5957691216057308, 6.955796338302048, 2.763953195770684, 1.5957691216057308, 1.9544100476116797, 1.1283791670955126, 2.763953195770684, 2.256758334191025, 1.1283791670955126, 5.970821321441846, 3.5682482323055424, 1.1283791670955126, 6.6755811781245455, 1.9544100476116797, 1.9544100476116797, 1.1283791670955126]"
SEM_219,239,184,35,27945,11.24,29.84,1.13,127.20,0.36,0.64,1.68,1.49,0.73,1.22,0.39,0.38,0.64,0.23,1.81,"[53.297255316799834, 5.863230142835039, 1.1283791670955126, 2.256758334191025, 25.15551736167189, 1.5957691216057308, 1.5957691216057308, 3.5682482323055424, 1.1283791670955126, 125.48367802124608, 1.1283791670955126, 1.1283791670955126, 127.2019187531951, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 5.970821321441846, 2.985410660720923, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 2.256758334191025, 1.9544100476116797, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 2.256758334191025, 1.5957691216057308, 3.1915382432114616, 4.787307364817192, 1.1283791670955126, 1.9544100476116797, 1.5957691216057308]"
SEM_220,122,85,71,3989,4.80,6.96,1.13,42.73,0.62,0.38,1.65,0.70,1.36,1.80,0.42,0.32,0.38,0.27,1.74,"[42.72967946463235, 2.5231325220201604, 2.256758334191025, 2.256758334191025, 4.068428945128219, 1.1283791670955126, 1.5957691216057308, 1.9544100476116797, 1.1283791670955126, 2.256758334191025, 1.5957691216057308, 4.787307364817192, 1.9544100476116797, 2.256758334191025, 29.20737055903114, 3.385137501286538, 3.9088200952233594, 3.742410318509555, 2.763953195770684, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 3.5682482323055424, 2.256758334191025, 5.863230142835039, 4.652426491681278, 18.403307281560924, 22.764193258431348, 4.370193722368317, 5.527906391541368, 12.257335203001883, 2.763953195770684, 2.256758334191025, 1.1283791670955126, 4.652426491681278, 1.5957691216057308, 2.985410660720923, 2.256758334191025, 3.742410318509555, 2.763953195770684, 1.1283791670955126, 21.079862454783044, 1.1283791670955126, 7.399277020331919, 3.385137501286538, 1.5957691216057308, 2.5231325220201604, 3.5682482323055424, 15.957691216057308, 1.1283791670955126, 1.5957691216057308, 1.9544100476116797, 1.1283791670955126, 1.9544100476116797, 2.256758334191025, 1.1283791670955126, 1.1283791670955126, 2.5231325220201604, 2.985410660720923, 1.9544100476116797, 1.9544100476116797, 1.1283791670955126, 1.1283791670955126, 6.770275002573076, 7.312732791431452, 8.95623198216277, 1.5957691216057308, 4.918490759365935, 3.9088200952233594]"
SEM_221,122,85,79,5039,5.05,7.47,1.13,51.68,0.51,0.49,1.84,0.82,1.45,1.27,0.49,0.28,0.49,0.29,1.79,"[5.046265044040321, 2.763953195770684, 7.735777827895049, 4.222008245644752, 1.5957691216057308, 17.625846048215095, 7.312732791431452, 1.9544100476116797, 51.68420034066863, 1.9544100476116797, 1.5957691216057308, 3.9088200952233594, 1.9544100476116797, 3.742410318509555, 2.5231325220201604, 1.5957691216057308, 6.282549314314218, 4.787307364817192, 14.361922094451577, 2.256758334191025, 1.1283791670955126, 2.763953195770684, 1.9544100476116797, 3.385137501286538, 3.742410318509555, 1.5957691216057308, 4.51351666838205, 2.256758334191025, 14.450303987687134, 20.0585068271871, 2.763953195770684, 21.646065519224038, 2.985410660720923, 2.985410660720923, 2.985410660720923, 1.5957691216057308, 1.5957691216057308, 3.1915382432114616, 1.1283791670955126, 2.5231325220201604, 3.385137501286538, 1.9544100476116797, 1.5957691216057308, 1.1283791670955126, 2.5231325220201604, 1.9544100476116797, 32.35124272377035, 4.068428945128219, 6.282549314314218, 2.256758334191025, 2.256758334191025, 5.863230142835039, 1.9544100476116797, 1.1283791670955126, 1.1283791670955126, 2.763953195770684, 3.1915382432114616, 17.769732893161912, 1.9544100476116797, 2.256758334191025, 1.9544100476116797, 1.5957691216057308, 2.985410660720923, 1.1283791670955126, 3.385137501286538, 3.742410318509555, 5.863230142835039, 1.5957691216057308, 1.9544100476116797, 4.652426491681278, 3.5682482323055424, 2.5231325220201604, 1.5957691216057308, 3.385137501286538, 6.863662517577698, 3.742410318509555, 1.1283791670955126, 2.256758334191025, 2.763953195770684]"
SEM_222,122,85,11,8892,11.93,29.78,1.13,105.95,0.14,0.86,2.19,2.20,0.47,0.65,0.44,0.40,0.86,0.15,1.80,"[105.95354201691386, 1.1283791670955126, 1.1283791670955126, 6.6755811781245455, 3.9088200952233594, 1.5957691216057308, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 4.222008245644752, 2.763953195770684]"
